identifier,pmid,doi,pmc,title,year,journal,publication_types,evidence_tier,what_it_measured,direction,classification_cardiac_plasma_source,verification_note,how_record_was_found
PMID:20305662,20305662,10.1038/nm.2119,PMC3689427,Pleiotrophin regulates the expansion and regeneration of hematopoietic stem cells.,2010,Nat Med,"Journal Article; Research Support, N.I.H., Extramural",irrelevant,Pleiotrophin protein added to mouse/human HSC cultures in vitro; not measured in plasma,not_applicable,irrelevant,,abstract_search
PMID:20884334,20884334,10.1016/j.neuroscience.2010.09.036,,"Methylcobalamin, but not methylprednisolone or pleiotrophin, accelerates the recovery of rat biceps after ulnar to musculocutaneous nerve transfer.",2010,Neuroscience,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"Pleiotrophin as exogenous treatment in rat peripheral nerve regeneration, not measured as biomarker",not_applicable,irrelevant,,abstract_search
PMID:19159951,19159951,10.1007/s00423-009-0465-0,,"Malignant fibrous histiocytoma--pleomorphic sarcoma, NOS gene expression, histology, and clinical course. A pilot study.",2009,Langenbecks Arch Surg,Journal Article,irrelevant,"PTN mRNA expression, tumor tissue (pleomorphic sarcoma), human",up_vs_control,irrelevant,,abstract_search
PMID:19190026,19190026,10.1093/glycob/cwp005,,Structural and functional changes of sulfated glycosaminoglycans in Xenopus laevis during embryogenesis.,2009,Glycobiology,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"Pleiotrophin binding affinity to GAG chains via BIAcore, not measured in plasma; Xenopus embryos",not_applicable,irrelevant,,abstract_search
PMID:19424734,19424734,10.1007/s10143-009-0202-8,,Pleiotrophin and peripheral nerve injury.,2009,Neurosurg Rev,Journal Article; Review,irrelevant,"none; review on PTN in peripheral nerve injury/regeneration, no plasma/cardiac measurement",not_applicable,irrelevant,,abstract_search
PMID:19442624,19442624,10.1016/j.bone.2009.01.004,,Osteocyte-derived HB-GAM (pleiotrophin) is associated with bone formation and mechanical loading.,2009,Bone,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"HB-GAM/pleiotrophin in bone/osteocyte tissue and cell cultures, mouse and human cells; no plasma measurement",not_applicable,irrelevant,,abstract_search
PMID:19461589,19461589,10.1038/oby.2009.141,,Multiple genes influence BMI on chromosome 7q31-34: the NHLBI Family Heart Study.,2009,Obesity (Silver Spring),"Journal Article; Research Support, N.I.H., Extramural",irrelevant,"PTN gene SNP genotype association with BMI, human genomic DNA; no protein measured",not_applicable,irrelevant,,abstract_search
PMID:19481257,19481257,10.1016/j.placenta.2009.05.001,,Expression of pleiotrophin and its receptors in human placenta suggests roles in trophoblast life cycle and angiogenesis.,2009,Placenta,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"PTN protein in placental tissue and maternal blood (ELISA) during pregnancy, human",not_applicable,irrelevant,,abstract_search
PMID:19567366,19567366,10.1074/mcp.M900031-MCP200,PMC2758754,Identification of heparin-binding sites in proteins by selective labeling.,2009,Mol Cell Proteomics,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"PTN protein heparin-binding site labeling, in vitro biochemical assay, not plasma/tissue disease measurement",not_applicable,irrelevant,,abstract_search
PMID:19141530,19141530,10.1096/fj.08-117564,,Integrin alpha(v)beta(3) is a pleiotrophin receptor required for pleiotrophin-induced endothelial cell migration through receptor protein tyrosine phosphatase beta/zeta.,2009,FASEB J,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"PTN protein signaling in human endothelial cells and glioma cell lines, receptor binding study",not_applicable,irrelevant,,abstract_search
PMID:19356122,19356122,10.2174/138955709787847895,,Targeting the pleiotrophin/receptor protein tyrosine phosphatase beta/zeta signaling pathway to limit neurotoxicity induced by drug abuse.,2009,Mini Rev Med Chem,"Journal Article; Research Support, Non-U.S. Gov't; Review",irrelevant,none; review of PTN/RPTPbeta/zeta signaling in drug-induced neurotoxicity,not_applicable,irrelevant,,abstract_search
PMID:19548869,19548869,10.2174/092986709788803240,,Blocking receptor protein tyrosine phosphatase beta/zeta: a potential therapeutic strategy for Parkinson's disease.,2009,Curr Med Chem,"Journal Article; Research Support, Non-U.S. Gov't; Review",irrelevant,"PTN tissue expression in substantia nigra, human/rodent Parkinson's disease models",not_applicable,irrelevant,,abstract_search
PMID:19526365,19526365,10.1007/s00418-009-0612-2,,Pleiotrophin is expressed in avian somites and tendon anlagen.,2009,Histochem Cell Biol,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"Ptn mRNA expression, chick embryo tissue (somites, tendon anlagen, limb)",not_applicable,irrelevant,,abstract_search
PMID:19478889,19478889,10.2174/1874325000802010137,PMC2687122,The Potential of N-Rich Plasma-Polymerized Ethylene (PPE:N) Films for Regulating the Phenotype of the Nucleus Pulposus.,2008,Open Orthop J,Journal Article,irrelevant,"PTN mRNA in rat/bovine nucleus pulposus and cartilage cells, not human plasma",not_applicable,irrelevant,,abstract_search
PMID:18381592,18381592,10.1002/mc.20438,,Pleiotrophin inhibits transforming growth factor beta1-induced apoptosis in hepatoma cell lines.,2008,Mol Carcinog,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,PTN mRNA expression in rat liver tissue and human/rat hepatoma cell lines,not_applicable,irrelevant,,abstract_search
PMID:18391787,18391787,10.1097/MOH.0b013e3282fdc69e,,"Pleiotrophin, a multifunctional angiogenic factor: mechanisms and pathways in normal and pathological angiogenesis.",2008,Curr Opin Hematol,"Journal Article; Research Support, N.I.H., Extramural; Research Support, U.S. Gov't, Non-P.H.S.; Review",irrelevant,"none; review of PTN angiogenic signaling mechanisms, no specific matrix or species measurement",not_applicable,irrelevant,,abstract_search
PMID:18472226,18472226,10.1016/j.neuroscience.2008.03.058,,Fetal striatum- and ventral mesencephalon-derived expanded neurospheres rescue dopaminergic neurons in vitro and the nigro-striatal system in vivo.,2008,Neuroscience,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"Pleiotrophin mRNA expression (RT-PCR) in neurospheres, mouse tissue",not_applicable,irrelevant,,abstract_search
PMID:18474614,18474614,10.1128/MCB.00074-08,PMC2447117,Receptor type protein tyrosine phosphatase zeta-pleiotrophin signaling controls endocytic trafficking of DNER that regulates neuritogenesis.,2008,Mol Cell Biol,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"PTN-PTPzeta signaling in Purkinje cells/Neuro-2A cells, mouse/rat, not plasma",not_applicable,irrelevant,,abstract_search
PMID:18599487,18599487,10.1074/jbc.M800963200,PMC3259816,The survival-promoting peptide Y-P30 enhances binding of pleiotrophin to syndecan-2 and -3 and supports its neuritogenic activity.,2008,J Biol Chem,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"PTN/syndecan binding studied in COS cells and rat thalamic neurons, not plasma",not_applicable,irrelevant,,abstract_search
PMID:18661331,18661331,10.1080/03008200802148652,,Heparin-binding protein pleiotrophin: an important player in the angiogenic process.,2008,Connect Tissue Res,Journal Article; Review,irrelevant,"none; review on PTN in angiogenesis, no specific plasma/tissue measurement reported",not_applicable,irrelevant,,abstract_search
PMID:18752647,18752647,10.1111/j.1471-4159.2008.05640.x,,Pleiotrophin receptor RPTP-zeta/beta expression is up-regulated by L-DOPA in striatal medium spiny neurons of parkinsonian rats.,2008,J Neurochem,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"Pleiotrophin/RPTP-zeta-beta mRNA and protein, striatal/mesencephalon tissue, rat",up_vs_control,irrelevant,,abstract_search
PMID:18701692,18701692,10.1523/JNEUROSCI.2010-08.2008,PMC2567869,A novel purification method for CNS projection neurons leads to the identification of brain vascular cells as a source of trophic support for corticospinal motor neurons.,2008,J Neurosci,"Comparative Study; Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",irrelevant,"pleiotrophin as trophic factor from rat brain endothelial cells, in vitro CSMN culture",not_applicable,irrelevant,,abstract_search
PMID:18616428,18616428,10.1146/annurev.cellbio.24.110707.175418,,"The evolution, regulation, and function of placenta-specific genes.",2008,Annu Rev Cell Dev Biol,"Journal Article; Research Support, Non-U.S. Gov't; Review",irrelevant,no plasma/serum PTN measurement; review discusses placenta-specific genes including Pleiotrophin,not_applicable,irrelevant,,abstract_search
PMID:18727926,18727926,10.1016/j.ejphar.2008.07.067,,Pleiotrophin prevents cocaine-induced toxicity in vitro.,2008,Eur J Pharmacol,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"PTN in NG108-15 and PC12 cells (in vitro), rodent-derived; no cardiac or plasma measurement",not_applicable,irrelevant,,abstract_search
PMID:18582856,18582856,10.1016/j.ydbio.2008.05.530,,The large functional spectrum of the heparin-binding cytokines MK and HB-GAM in continuously growing organs: the rodent incisor as a model.,2008,Dev Biol,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,HB-GAM/MK protein expression in mouse incisor tooth tissue,not_applicable,irrelevant,,abstract_search
PMID:18789012,18789012,,,[Pleiotropic effects of statins].,2008,Kardiologiia,English Abstract; Journal Article; Review,irrelevant,Russian-language review of pleiotropic effects of statins; the word 'pleiotropic' not pleiotrophin - no PTN measurement,not_applicable,irrelevant,SEARCH ARTEFACT: matched 'pleiotrophin AND heart failure' via the word pleiotropic. No PTN content.,abstract_search
PMID:17239862,17239862,10.1016/j.febslet.2006.12.043,,The effect of pleiotrophin signaling on adipogenesis.,2007,FEBS Lett,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,PTN siRNA knockdown in mouse 3T3-L1 preadipocyte cells,not_applicable,irrelevant,,abstract_search
PMID:17468132,17468132,10.1152/ajplung.00354.2006,,Perinatal increases in TGF-{alpha} disrupt the saccular phase of lung morphogenesis and cause remodeling: microarray analysis.,2007,Am J Physiol Lung Cell Mol Physiol,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",irrelevant,"Pleiotrophin protein in mouse lung tissue (not plasma, not cardiac)",up_vs_control,irrelevant,,abstract_search
PMID:17822560,17822560,10.1186/1475-925X-6-33,PMC2018722,The effect of novel nitrogen-rich plasma polymer coatings on the phenotypic profile of notochordal cells.,2007,Biomed Eng Online,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"PTN mRNA expression, cultured canine notochordal cells (RT-PCR), dog",not_applicable,irrelevant,,abstract_search
PMID:17823238,17823238,10.1634/stemcells.2007-0372,,Pleiotrophin enhances clonal growth and long-term expansion of human embryonic stem cells.,2007,Stem Cells,"Comparative Study; Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",irrelevant,"PTN mRNA/protein in murine fibroblasts and human ESC PTPRZ1 receptor, cell culture",not_applicable,irrelevant,,abstract_search
PMID:17875810,17875810,10.1182/blood-2007-01-067314,,FGFR-1 regulates angiogenesis through cytokines interleukin-4 and pleiotrophin.,2007,Blood,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"Pleiotrophin protein in mouse embryoid body conditioned medium/transcript arrays, not human plasma or cardiac",up_vs_control,irrelevant,,abstract_search
PMID:17908800,17908800,10.1128/MCB.00821-07,PMC2169415,Identification of candidate angiogenic inhibitors processed by matrix metalloproteinase 2 (MMP-2) in cell-based proteomic screens: disruption of vascular endothelial growth factor (VEGF)/heparin affin regulatory peptide (pleiotrophin) and VEGF/Connective tissue growth factor angiogenic inhibitory complexes by MMP-2 proteolysis.,2007,Mol Cell Biol,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"HARP/pleiotrophin cleavage by MMP-2 in cell culture proteomic assays (mouse/NIH 3T3 cells), not plasma",not_applicable,irrelevant,,abstract_search
PMID:17928217,17928217,10.1016/j.sbi.2007.08.015,,Chondroitin/dermatan sulfate in the central nervous system.,2007,Curr Opin Struct Biol,"Journal Article; Research Support, Non-U.S. Gov't; Review",irrelevant,no measurement; review discusses PTN as growth factor bound by CNS glycosaminoglycans,not_applicable,irrelevant,,abstract_search
PMID:18178537,18178537,10.1016/j.bone.2007.11.009,,The protein tyrosine phosphatase Rptpzeta is expressed in differentiated osteoblasts and affects bone formation in mice.,2007,Bone,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,Ptprz1/Rptpzeta expression in mouse osteoblasts and bone tissue; no plasma PTN measured,not_applicable,irrelevant,,abstract_search
PMID:17971413,17971413,10.1242/jcs.013946,,Midkine and LDL-receptor-related protein 1 contribute to the anchorage-independent cell growth of cancer cells.,2007,J Cell Sci,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",irrelevant,no PTN measurement; PTN used as binding-specificity control for MK-TRAP/LRP1 in vitro,not_applicable,irrelevant,,abstract_search
PMID:17515817,17515817,10.1097/BRS.0b013e31805b835d,,The presence of pleiotrophin in the human intervertebral disc is associated with increased vascularization: an immunohistologic study.,2007,Spine (Phila Pa 1976),"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"PTN immunoreactivity in human intervertebral disc tissue (not cardiac, not plasma)",not_applicable,irrelevant,,abstract_search
PMID:17904822,17904822,10.1016/j.cellsig.2007.07.011,,"In contrast to agonist monoclonal antibodies, both C-terminal truncated form and full length form of Pleiotrophin failed to activate vertebrate ALK (anaplastic lymphoma kinase)?",2007,Cell Signal,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"PTN forms secreted by HEK 293 cells, in vitro ALK activation assay in neuroblastoma/glioblastoma cell lines",not_applicable,irrelevant,,abstract_search
PMID:17145750,17145750,10.1074/jbc.M609296200,,Neuritogenic activity of chondroitin/dermatan sulfate hybrid chains of embryonic pig brain and their mimicry from shark liver. Involvement of the pleiotrophin and hepatocyte growth factor signaling pathways.,2006,J Biol Chem,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"PTN growth factor binding to CS/DS chains in vitro; pig brain, shark liver tissue",not_applicable,irrelevant,,abstract_search
PMID:17181554,17181554,10.1111/j.1471-4159.2006.04276.x,,Overexpression of midkine contributes to anti-apoptotic effects in human meningiomas.,2006,J Neurochem,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",irrelevant,Midkine mRNA/protein in human meningioma tissue; pleiotrophin not overexpressed (tissue),not_applicable,irrelevant,,abstract_search
